Algorithms,Algorithm_ID,DPA_METHODS,FEE_METHODS,FES_METHODS,CLF_METHODS,END_METHODS,END_TO_END_METHODS,DPA_METHODS_ID,FEE_METHODS_ID,FES_METHODS_ID,CLF_METHODS_ID,END_METHODS_ID,END_TO_END_METHODS_ID,train_score,test_score,trainacc_0,testacc_0,traintime_0,testtime_0,trainacc_1,testacc_1,traintime_1,testtime_1,trainacc_2,testacc_2,traintime_2,testtime_2,trainacc_3,testacc_3,traintime_3,testtime_3,trainacc_4,testacc_4,traintime_4,testtime_4,trainacc_5,testacc_5,traintime_5,testtime_5,mean_trainacc,mean_testacc,mean_traintime,mean_testtime
TLDUMMY-SBLEST,"[0, 0, 0, 0, 0, 3]",TLDUMMY,,,,,SBLEST,0,0,0,0,0,3,0.998666667,0.533333333,1,0.933333333,132.9321241,0.492348909,0.996,0.543333333,67.32328699,0.502758503,1,0.702222222,62.67123873,0.517570472,1,0.717777778,84.95831468,0.458836508,1,0.693333333,62.88812525,0.484981108,0.998666667,0.533333333,56.60953455,0.518649054,0.999111111,0.687222222,77.89710404,0.495857426
EA-TS-LR,"[1, 5, 0, 3, 0, 0]",EA,TS,,LR,,,1,5,0,3,0,0,0.788666667,0.683333333,0.811333333,0.586666667,0.247110009,0.211389995,0.978,0.754444444,0.251639605,0.205744457,0.934,0.652222222,0.243550634,0.204614258,0.932,0.716666667,0.23175683,0.202645826,0.602,0.642222222,0.23036027,0.198344851,0.788666667,0.683333333,0.252050257,0.206564283,0.841,0.672592593,0.242744601,0.204883945
RA-TS-LR,"[2, 5, 0, 3, 0, 0]",RA,TS,,LR,,,2,5,0,3,0,0,0.780666667,0.702222222,0.826666667,0.56,0.240275598,0.203389478,0.974,0.756666667,0.240011096,0.207259703,0.936666667,0.651111111,0.251662588,0.207321692,0.946,0.712222222,0.24654026,0.20967226,0.600666667,0.641111111,0.239483809,0.199300027,0.780666667,0.702222222,0.244279575,0.181503844,0.844111111,0.670555556,0.243708821,0.201407834
TLDUMMY-TS-LR,"[0, 5, 0, 3, 0, 0]",TLDUMMY,TS,,LR,,,0,5,0,3,0,0,0.966,0.692222222,0.983333333,0.566666667,0.251685286,0.204575276,0.999333333,0.758888889,0.246849799,0.206883216,0.992666667,0.653333333,0.238488674,0.20225513,0.993333333,0.708888889,0.235265875,0.229246879,0.998666667,0.632222222,0.232913327,0.204666257,0.966,0.692222222,0.25066061,0.210748577,0.988888889,0.668703704,0.242643929,0.209729222
TLDUMMY-TS-PCA-LDA,"[0, 5, 5, 2, 0, 0]",TLDUMMY,TS,PCA,LDA,,,0,5,5,2,0,0,0.781333333,0.667777778,0.837333333,0.546666667,0.242921209,0.203309584,0.950666667,0.726666667,0.25631268,0.193926311,0.956666667,0.713333333,0.246026587,0.208579731,0.908666667,0.7,0.241138268,0.204639125,0.858666667,0.654444444,0.241194844,0.213875246,0.781333333,0.667777778,0.277949023,0.217046046,0.882222222,0.668148148,0.250923769,0.206896007
EA-SBLEST,"[1, 0, 0, 0, 0, 3]",EA,,,,,SBLEST,1,0,0,0,0,3,0.909333333,0.51,0.986,0.918888889,132.235746,0.609935331,0.792,0.523333333,63.88802805,0.567726374,0.982666667,0.685555556,62.63143389,0.587496328,0.954,0.694444444,101.5965434,0.518454242,0.997333333,0.673333333,62.66607616,0.556355047,0.909333333,0.51,58.16082811,0.596789265,0.936888889,0.667592593,80.1964426,0.572792765
RA-ABC-FGMDM,"[2, 0, 0, 0, 4, 0]",RA,,,,ABC-FGMDM,,2,0,0,0,4,0,0.619333333,0.618888889,0.915333333,0.551111111,2.634648585,0.383659792,0.988,0.755555556,2.001777935,0.264554191,0.843333333,0.672222222,0.784826398,0.199564552,0.977333333,0.703333333,0.68592093,0.208194971,0.977333333,0.703333333,0.68592093,0.208194971,0.619333333,0.618888889,2.191767645,0.274926877,0.886777778,0.667407407,1.49747707,0.256515892
EA-TS-MLP,"[1, 5, 0, 11, 0, 0]",EA,TS,,MLP,,,1,5,0,11,0,0,0.921333333,0.657777778,0.83,0.576666667,0.989960599,0.231720734,0.998666667,0.758888889,0.90439322,0.217362118,0.934666667,0.658888889,0.930721784,0.209707904,0.968666667,0.695555556,0.973643804,0.21536572,0.602,0.652222222,0.903340793,0.211446929,0.921333333,0.657777778,1.029641414,0.226620674,0.875888889,0.666666667,0.955283602,0.218704013
RA-FGMDM-ETC,"[2, 4, 0, 7, 0, 0]",RA,FGMDM,,ETC,,,2,4,0,7,0,0,0.758,0.661111111,0.914,0.57,0.360888696,0.26537447,0.986666667,0.761111111,0.348646641,0.253893542,0.866,0.668888889,0.342753148,0.242136788,0.982666667,0.698888889,0.329451323,0.26146462,0.609333333,0.633333333,0.314273167,0.25031333,0.758,0.661111111,0.339402914,0.233289599,0.852777778,0.665555556,0.339235981,0.251078725
RA-SBLEST,"[2, 0, 0, 0, 0, 3]",RA,,,,,SBLEST,2,0,0,0,0,3,0.928,0.507777778,0.998,0.921111111,132.4440851,0.604856849,0.912,0.522222222,62.79715576,0.571678257,0.992666667,0.681111111,61.68232749,0.583720016,0.972,0.69,102.8100895,0.535664964,0.996666667,0.667777778,62.69147575,0.552181268,0.928,0.507777778,57.82463291,0.613314724,0.966555556,0.665,80.04162774,0.57690268
RA-TS-MLP,"[2, 5, 0, 11, 0, 0]",RA,TS,,MLP,,,2,5,0,11,0,0,0.925333333,0.661111111,0.87,0.576666667,1.009932089,0.222137022,1,0.743333333,0.912705541,0.22983253,0.920666667,0.667777778,0.912377119,0.226482677,0.972666667,0.691111111,0.971096516,0.223983955,0.601333333,0.647777778,0.895628357,0.21067028,0.925333333,0.661111111,0.993605852,0.207838917,0.881666667,0.66462963,0.949224246,0.220157564
TLDUMMY-TS-PCA-LR,"[0, 5, 5, 3, 0, 0]",TLDUMMY,TS,PCA,LR,,,0,5,5,3,0,0,0.783333333,0.657777778,0.838,0.548888889,0.248061681,0.204140329,0.954,0.744444444,0.253013444,0.195468593,0.961333333,0.677777778,0.241664386,0.202984309,0.914666667,0.69,0.246991825,0.204435325,0.858,0.667777778,0.232549238,0.210736108,0.783333333,0.657777778,0.261223388,0.22103622,0.884888889,0.664444444,0.24725066,0.206466814
RA-FGMDM-MLP,"[2, 4, 0, 11, 0, 0]",RA,FGMDM,,MLP,,,2,4,0,11,0,0,0.743333333,0.662222222,0.91,0.568888889,0.593099308,0.263635612,0.988,0.754444444,0.5147717,0.236589932,0.860666667,0.665555556,0.666818094,0.263812041,0.976,0.708888889,0.575096464,0.249273276,0.619333333,0.625555556,0.575402856,0.239723444,0.743333333,0.662222222,0.607320952,0.233498764,0.849555556,0.664259259,0.588751562,0.247755512
EA-TS-PCA-LR,"[1, 5, 5, 3, 0, 0]",EA,TS,PCA,LR,,,1,5,5,3,0,0,0.722,0.671111111,0.763333333,0.567777778,0.240194201,0.20877409,0.942666667,0.76,0.245661211,0.203387761,0.913333333,0.658888889,0.239831591,0.224156427,0.865333333,0.693333333,0.234407091,0.201586103,0.637333333,0.633333333,0.223739219,0.200690675,0.722,0.671111111,0.255235505,0.22317338,0.807333333,0.664074074,0.239844803,0.210294739
RA-FGMDM-SVM,"[2, 4, 0, 1, 0, 0]",RA,FGMDM,,SVM,,,2,4,0,1,0,0,0.738666667,0.665555556,0.914666667,0.558888889,0.802343631,0.266313672,0.986666667,0.758888889,0.807131362,0.278766251,0.853333333,0.667777778,0.883669591,0.266520548,0.978,0.705555556,0.721289158,0.209673882,0.620666667,0.625555556,0.738680196,0.245143199,0.738666667,0.665555556,0.806010103,0.249283695,0.848666667,0.663703704,0.79318734,0.252616874
EA-FGMDM-LR,"[1, 4, 0, 3, 0, 0]",EA,FGMDM,,LR,,,1,4,0,3,0,0,0.748666667,0.656666667,0.910666667,0.567777778,0.245168281,0.249486613,0.988666667,0.75,0.251520324,0.229123712,0.84,0.664444444,0.242001081,0.257804775,0.970666667,0.702222222,0.234934735,0.252152896,0.618,0.64,0.239122295,0.246687341,0.748666667,0.656666667,0.248091769,0.238336563,0.846111111,0.663518519,0.243473081,0.24559865
RA-FGMDM-LDA,"[2, 4, 0, 2, 0, 0]",RA,FGMDM,,LDA,,,2,4,0,2,0,0,0.740666667,0.66,0.911333333,0.561111111,0.25121336,0.254159832,0.986666667,0.754444444,0.25236764,0.238642216,0.852,0.667777778,0.255680513,0.274970007,0.977333333,0.71,0.222434735,0.248284054,0.620666667,0.625555556,0.226266909,0.242533302,0.740666667,0.66,0.274684548,0.312732935,0.848111111,0.663148148,0.247107951,0.261887058
EA-FGMDM-MLP,"[1, 4, 0, 11, 0, 0]",EA,FGMDM,,MLP,,,1,4,0,11,0,0,0.750666667,0.651111111,0.905333333,0.566666667,0.579684925,0.265297604,0.988,0.751111111,0.53687911,0.23352201,0.854,0.667777778,0.558277178,0.26527493,0.97,0.701111111,0.61721437,0.263251019,0.618666667,0.64,0.561114669,0.256920147,0.750666667,0.651111111,0.61264925,0.24875071,0.847777778,0.662962963,0.577636584,0.255502737
EA-FGMDM-LDA,"[1, 4, 0, 2, 0, 0]",EA,FGMDM,,LDA,,,1,4,0,2,0,0,0.748666667,0.654444444,0.910666667,0.566666667,0.258600903,0.244692278,0.988666667,0.75,0.241410112,0.251302314,0.844666667,0.668888889,0.244732141,0.245874977,0.970666667,0.7,0.234829831,0.236461377,0.618666667,0.637777778,0.234765267,0.24512167,0.748666667,0.654444444,0.243110394,0.233039331,0.847,0.662962963,0.242908108,0.242748658
RA-FGMDM-LR,"[2, 4, 0, 3, 0, 0]",RA,FGMDM,,LR,,,2,4,0,3,0,0,0.74,0.661111111,0.91,0.561111111,0.239874697,0.248094678,0.986666667,0.754444444,0.241286373,0.265485358,0.850666667,0.668888889,0.267049122,0.263938141,0.977333333,0.705555556,0.230907273,0.235691357,0.62,0.625555556,0.224193025,0.244624209,0.74,0.661111111,0.262072635,0.248751235,0.847444444,0.662777778,0.244230521,0.251097496
RA-TS-LDA,"[2, 5, 0, 2, 0, 0]",RA,TS,,LDA,,,2,5,0,2,0,0,0.739333333,0.662222222,0.912,0.564444444,0.332443571,0.195255423,0.987333333,0.753333333,0.331207848,0.200917864,0.844666667,0.672222222,0.34162612,0.205681825,0.977333333,0.703333333,0.335009766,0.211450601,0.618666667,0.621111111,0.332389259,0.217303753,0.739333333,0.662222222,0.314722323,0.195149446,0.846555556,0.662777778,0.331233148,0.204293152
EA-FGMDM-KNN,"[1, 4, 0, 4, 0, 0]",EA,FGMDM,,KNN,,,1,4,0,4,0,0,0.759333333,0.65,0.907333333,0.566666667,0.248164797,0.266894341,0.985333333,0.753333333,0.248868227,0.253616452,0.866666667,0.657777778,0.24157331,0.244899702,0.972666667,0.708888889,0.232419395,0.239814472,0.614,0.635555556,0.226253557,0.259429145,0.759333333,0.65,0.251074982,0.259669566,0.850888889,0.662037037,0.241392378,0.254053946
RA-FGMDM-KNN,"[2, 4, 0, 4, 0, 0]",RA,FGMDM,,KNN,,,2,4,0,4,0,0,0.751333333,0.657777778,0.910666667,0.564444444,0.250682473,0.260084724,0.985333333,0.748888889,0.259361792,0.236366439,0.870666667,0.661111111,0.27531836,0.280467582,0.973333333,0.708888889,0.24133954,0.256858301,0.617333333,0.631111111,0.225078201,0.245776105,0.751333333,0.657777778,0.246915865,0.241149092,0.851444444,0.662037037,0.249782705,0.253450374
RA-TS-ANOVA-P-LR,"[2, 5, 2, 3, 0, 0]",RA,TS,ANOVA-P,LR,,,2,5,2,3,0,0,0.716666667,0.632222222,0.835333333,0.573333333,0.251035547,0.207872343,0.934,0.758888889,0.251557136,0.20560925,0.909333333,0.672222222,0.246807456,0.18746078,0.882,0.683333333,0.227645874,0.18601954,0.621333333,0.652222222,0.238689184,0.197470617,0.716666667,0.632222222,0.275995588,0.24642055,0.816444444,0.662037037,0.248621798,0.20514218
EA-TS-LDA,"[1, 5, 0, 2, 0, 0]",EA,TS,,LDA,,,1,5,0,2,0,0,0.748,0.655555556,0.91,0.562222222,0.329359317,0.210283852,0.988,0.747777778,0.344191742,0.209066653,0.833333333,0.664444444,0.31928575,0.187405229,0.97,0.702222222,0.309019494,0.215486741,0.618,0.637777778,0.30683248,0.20043807,0.748,0.655555556,0.347900701,0.215281558,0.844555556,0.661666667,0.326098247,0.206327017
RA-FGMDM-GNB,"[2, 4, 0, 10, 0, 0]",RA,FGMDM,,GNB,,,2,4,0,10,0,0,0.742,0.66,0.910666667,0.571111111,0.250621295,0.246205449,0.988,0.754444444,0.251720643,0.227412033,0.882,0.656666667,0.279872084,0.283281374,0.979333333,0.698888889,0.240155745,0.22357316,0.619333333,0.628888889,0.231220484,0.246313858,0.742,0.66,0.244121122,0.22987504,0.853555556,0.661666667,0.249618562,0.242776819
EA-FGMDM-SVM,"[1, 4, 0, 1, 0, 0]",EA,FGMDM,,SVM,,,1,4,0,1,0,0,0.747333333,0.654444444,0.911333333,0.563333333,0.861359644,0.260837483,0.987333333,0.746666667,0.765921903,0.256703258,0.846666667,0.672222222,0.773966742,0.252831483,0.972,0.7,0.850626588,0.253099227,0.62,0.632222222,0.760076475,0.260083055,0.747333333,0.654444444,0.803306746,0.252139544,0.847444444,0.661481481,0.802543016,0.255949008
RA-TS-PCA-LR,"[2, 5, 5, 3, 0, 0]",RA,TS,PCA,LR,,,2,5,5,3,0,0,0.726666667,0.671111111,0.768666667,0.55,0.24940002,0.228156638,0.934,0.757777778,0.250093317,0.206583405,0.913333333,0.677777778,0.243522429,0.198538542,0.883333333,0.687777778,0.241872573,0.192970467,0.637333333,0.623333333,0.22936964,0.2070544,0.726666667,0.671111111,0.27798245,0.224494553,0.810555556,0.661296296,0.248706738,0.209633001
RA-FGMDM-RFC,"[2, 4, 0, 6, 0, 0]",RA,FGMDM,,RFC,,,2,4,0,6,0,0,0.563333333,0.658888889,0.906666667,0.571111111,0.402896047,0.265888381,0.986,0.752222222,0.386384249,0.239585829,0.794,0.657777778,0.428635001,0.276421523,0.959333333,0.686666667,0.383515263,0.253762794,0.508,0.634444444,0.391193295,0.266232514,0.563333333,0.658888889,0.375191855,0.23633666,0.786222222,0.660185185,0.394635952,0.256371284
EA-FGMDM-ETC,"[1, 4, 0, 7, 0, 0]",EA,FGMDM,,ETC,,,1,4,0,7,0,0,0.756,0.656666667,0.911333333,0.558888889,0.342033458,0.258942604,0.984666667,0.75,0.340294838,0.260305047,0.858666667,0.657777778,0.343133974,0.243279433,0.974,0.696666667,0.327620935,0.243674469,0.612666667,0.64,0.308064294,0.235436606,0.756,0.656666667,0.34925468,0.239007545,0.849555556,0.66,0.33506703,0.246774284
EA-FGMDM-GNB,"[1, 4, 0, 10, 0, 0]",EA,FGMDM,,GNB,,,1,4,0,10,0,0,0.749333333,0.646666667,0.902,0.566666667,0.239178252,0.242654371,0.987333333,0.75,0.244103646,0.237942052,0.878,0.652222222,0.240294766,0.243738794,0.974666667,0.704444444,0.23106966,0.24022007,0.618666667,0.638888889,0.218142319,0.222621322,0.749333333,0.646666667,0.253431439,0.23886981,0.851666667,0.659814815,0.237703347,0.237674403
RA-FGMDM-GBC,"[2, 4, 0, 9, 0, 0]",RA,FGMDM,,GBC,,,2,4,0,9,0,0,0.628666667,0.656666667,0.894666667,0.567777778,0.31969099,0.226620436,0.980666667,0.75,0.333640504,0.25379312,0.768666667,0.654444444,0.365991116,0.270331454,0.979333333,0.696666667,0.297980165,0.240312195,0.392,0.632222222,0.309459424,0.248443031,0.628666667,0.656666667,0.302262425,0.230114341,0.774,0.65962963,0.321504104,0.244935763
TLDUMMY-ABC-TS-PCA-LDA,"[0, 0, 0, 0, 15, 0]",TLDUMMY,,,,ABC-TS-PCA-LDA,,0,0,0,0,15,0,0.782666667,0.668888889,0.838,0.547777778,0.7712883,0.161834431,0.948,0.704444444,0.807562017,0.172172785,0.955333333,0.675555556,0.969690394,0.198445368,0.903333333,0.702222222,0.749981594,0.147293115,0.859333333,0.654444444,0.930450988,0.203173161,0.782666667,0.668888889,0.762379384,0.177045751,0.881111111,0.658888889,0.831892113,0.176660768
RA-FGMDM-DTC,"[2, 4, 0, 5, 0, 0]",RA,FGMDM,,DTC,,,2,4,0,5,0,0,0.721333333,0.646666667,0.894666667,0.567777778,0.241364551,0.254215956,0.98,0.75,0.240460157,0.231018353,0.77,0.656666667,0.295378184,0.290884924,0.976666667,0.693333333,0.239788055,0.249422336,0.39,0.631111111,0.226908302,0.248740363,0.721333333,0.646666667,0.243884444,0.23428421,0.788777778,0.657592593,0.247963949,0.25142769
TLDUMMY-TS-MLP,"[0, 5, 0, 11, 0, 0]",TLDUMMY,TS,,MLP,,,0,5,0,11,0,0,1,0.636666667,1,0.563333333,1.019655752,0.218368936,1,0.755555556,0.890791607,0.218338799,1,0.667777778,0.912332606,0.212566924,1,0.696666667,1.005889106,0.199383307,1,0.624444444,0.927736259,0.210512471,1,0.636666667,1.079499316,0.237239122,1,0.657407407,0.972650774,0.21606826
RA-FGMDM-ABC,"[2, 4, 0, 8, 0, 0]",RA,FGMDM,,ABC,,,2,4,0,8,0,0,0.702666667,0.662222222,0.892666667,0.566666667,0.290806246,0.216258168,0.982,0.743333333,0.285179019,0.212608528,0.762,0.657777778,0.261970925,0.242722511,0.955333333,0.682222222,0.232841539,0.245537901,0.392,0.632222222,0.301262808,0.245492458,0.702666667,0.662222222,0.251086307,0.227173615,0.781111111,0.657407407,0.270524474,0.231632197
EA-FGMDM-GBC,"[1, 4, 0, 9, 0, 0]",EA,FGMDM,,GBC,,,1,4,0,9,0,0,0.566666667,0.645555556,0.908,0.558888889,0.315912247,0.243535995,0.985333333,0.741111111,0.314764595,0.231886196,0.746,0.655555556,0.302811623,0.230755019,0.944666667,0.7,0.307860661,0.249013638,0.485333333,0.641111111,0.311903405,0.248327947,0.566666667,0.645555556,0.316114569,0.240122461,0.772666667,0.657037037,0.311561183,0.240606876
RA-TS-PCA-SVM,"[2, 5, 5, 1, 0, 0]",RA,TS,PCA,SVM,,,2,5,5,1,0,0,0.745333333,0.68,0.704,0.563333333,0.273522878,0.208210397,0.944666667,0.735555556,0.256808734,0.202573824,0.895333333,0.662222222,0.257595658,0.210248685,0.899333333,0.692222222,0.251390982,0.199346685,0.646,0.605555556,0.245585704,0.206084752,0.745333333,0.68,0.294591165,0.220606923,0.805777778,0.656481481,0.263249187,0.207845211
EA-FGMDM-RFC,"[1, 4, 0, 6, 0, 0]",EA,FGMDM,,RFC,,,1,4,0,6,0,0,0.66,0.642222222,0.911333333,0.557777778,0.388007832,0.241679192,0.984666667,0.747777778,0.38774209,0.250808167,0.804,0.651111111,0.383721948,0.260275102,0.973333333,0.696666667,0.364610863,0.25514183,0.554666667,0.642222222,0.365049887,0.238369203,0.66,0.642222222,0.397845817,0.23222549,0.814666667,0.656296296,0.381163073,0.246416497
EA-TS-PCA-SVM,"[1, 5, 5, 1, 0, 0]",EA,TS,PCA,SVM,,,1,5,5,1,0,0,0.750666667,0.674444444,0.694666667,0.556666667,0.263516641,0.202050543,0.944,0.728888889,0.266569877,0.213094044,0.897333333,0.661111111,0.2631042,0.193886924,0.894,0.702222222,0.256028295,0.201864314,0.647333333,0.611111111,0.26144743,0.195481634,0.750666667,0.674444444,0.269897342,0.209164691,0.804666667,0.655740741,0.263427297,0.202590358
RA-TS-ANOVA-P-SVM,"[2, 5, 2, 1, 0, 0]",RA,TS,ANOVA-P,SVM,,,2,5,2,1,0,0,0.708666667,0.631111111,0.833333333,0.585555556,0.262261462,0.21977582,0.948666667,0.74,0.253309321,0.217664814,0.880666667,0.663333333,0.248608327,0.196077585,0.919333333,0.683333333,0.249261856,0.187066388,0.67,0.63,0.237752581,0.201952529,0.708666667,0.631111111,0.281766486,0.211582828,0.826777778,0.655555556,0.255493339,0.205686661
TLDUMMY-TS-RFECV-LR,"[0, 5, 8, 3, 0, 0]",TLDUMMY,TS,RFECV,LR,,,0,5,8,3,0,0,0.928,0.675555556,0.822,0.563333333,0.242890978,0.203642964,0.964666667,0.748888889,0.245285726,0.201682425,0.976666667,0.652222222,0.280196285,0.227278733,0.971333333,0.716666667,0.238396025,0.205078816,0.832,0.575555556,0.224252963,0.190885258,0.928,0.675555556,0.265584731,0.239675164,0.915777778,0.65537037,0.249434451,0.211373893
TLDUMMY-TS-ANOVA-P-LR,"[0, 5, 2, 3, 0, 0]",TLDUMMY,TS,ANOVA-P,LR,,,0,5,2,3,0,0,0.893333333,0.622222222,0.925333333,0.575555556,0.248850751,0.194536066,0.938,0.745555556,0.247654319,0.198171759,0.958,0.662222222,0.236367226,0.216336584,0.941333333,0.693333333,0.238272548,0.206739736,0.956666667,0.631111111,0.230739951,0.217495131,0.893333333,0.622222222,0.262692809,0.19095912,0.935444444,0.655,0.244096267,0.204039733
RA-RKSVM,"[2, 0, 0, 0, 2, 0]",RA,,,,RKSVM,,2,0,0,0,2,0,0.601333333,0.631111111,0.832666667,0.561111111,0.526041627,0.244833517,1,0.714444444,0.518641996,0.225660753,0.831333333,0.608888889,0.470781136,0.218253636,0.936,0.706666667,0.488772559,0.232159877,0.936,0.706666667,0.488772559,0.232159877,0.601333333,0.631111111,0.49928627,0.226200819,0.856222222,0.654814815,0.498716025,0.22987808
EA-TS-ANOVA-P-LR,"[1, 5, 2, 3, 0, 0]",EA,TS,ANOVA-P,LR,,,1,5,2,3,0,0,0.711333333,0.63,0.806,0.562222222,0.239052129,0.196343541,0.93,0.76,0.257008767,0.195100617,0.904,0.666666667,0.262170959,0.210282612,0.87,0.672222222,0.238050747,0.200558376,0.616666667,0.636666667,0.236384368,0.194126987,0.711333333,0.63,0.258039069,0.212875915,0.806333333,0.65462963,0.248451006,0.201548008
TLDUMMY-TS-PCA-SVM,"[0, 5, 5, 1, 0, 0]",TLDUMMY,TS,PCA,SVM,,,0,5,5,1,0,0,0.795333333,0.647777778,0.839333333,0.557777778,0.261051178,0.206005836,0.958,0.725555556,0.2950495,0.239611268,0.955333333,0.657777778,0.257617378,0.20126853,0.906666667,0.698888889,0.256264901,0.20973177,0.872666667,0.638888889,0.25272491,0.196189666,0.795333333,0.647777778,0.281839681,0.254756546,0.887888889,0.654444444,0.267424591,0.217927269
EA-FGMDM-ABC,"[1, 4, 0, 8, 0, 0]",EA,FGMDM,,ABC,,,1,4,0,8,0,0,0.616,0.641111111,0.898666667,0.557777778,0.296255827,0.230326033,0.984,0.742222222,0.274471951,0.216864586,0.808,0.657777778,0.232598686,0.261179161,0.941333333,0.688888889,0.231513,0.242452264,0.394666667,0.637777778,0.302806187,0.236287737,0.616,0.641111111,0.246115828,0.225052333,0.773777778,0.654259259,0.263960246,0.235360352
EA-FGMDM-DTC,"[1, 4, 0, 5, 0, 0]",EA,FGMDM,,DTC,,,1,4,0,5,0,0,0.615333333,0.645555556,0.912,0.558888889,0.241483426,0.24605546,0.982666667,0.732222222,0.251643872,0.259740949,0.79,0.653333333,0.241917229,0.235991764,0.940666667,0.688888889,0.23617816,0.238968277,0.505333333,0.641111111,0.232286382,0.237556386,0.615333333,0.645555556,0.252904129,0.256685638,0.791,0.653333333,0.242735533,0.245833079
EA-TS-RFECV-LR,"[1, 5, 8, 3, 0, 0]",EA,TS,RFECV,LR,,,1,5,8,3,0,0,0.770666667,0.678888889,0.778666667,0.562222222,0.248036551,0.216621017,0.955333333,0.743333333,0.250914621,0.208812332,0.93,0.64,0.246569347,0.21554122,0.924666667,0.701111111,0.237159896,0.189523387,0.664666667,0.592222222,0.221217632,0.181747389,0.770666667,0.678888889,0.294037414,0.257315636,0.837333333,0.652962963,0.24965591,0.211593497
EA-TS-PCA-LDA,"[1, 5, 5, 2, 0, 0]",EA,TS,PCA,LDA,,,1,5,5,2,0,0,0.722666667,0.672222222,0.759333333,0.553333333,0.249836278,0.204644966,0.924666667,0.732222222,0.256474328,0.206270123,0.902,0.694444444,0.249665833,0.211320591,0.849333333,0.675555556,0.235260797,0.19392693,0.662,0.588888889,0.237352014,0.211564994,0.722666667,0.672222222,0.283270454,0.23336103,0.803333333,0.652777778,0.251976617,0.210181439
RA-TS-ANOVA-P-LDA,"[2, 5, 2, 2, 0, 0]",RA,TS,ANOVA-P,LDA,,,2,5,2,2,0,0,0.710666667,0.622222222,0.866666667,0.565555556,0.252750707,0.217776155,0.938666667,0.74,0.258587861,0.212416863,0.912666667,0.68,0.253022981,0.20936687,0.922666667,0.662222222,0.237963843,0.194341469,0.635333333,0.646666667,0.243636918,0.193489099,0.710666667,0.622222222,0.292260337,0.220155859,0.831111111,0.652777778,0.256370441,0.207924386
RA-TS-PCA-LDA,"[2, 5, 5, 2, 0, 0]",RA,TS,PCA,LDA,,,2,5,5,2,0,0,0.738666667,0.676666667,0.747333333,0.546666667,0.243610215,0.209789801,0.929333333,0.74,0.244403458,0.211639857,0.901333333,0.686666667,0.237668228,0.213682675,0.86,0.681111111,0.241623878,0.2040416,0.658666667,0.584444444,0.235697579,0.208222508,0.738666667,0.676666667,0.264498401,0.195847011,0.805888889,0.652592593,0.244583627,0.207203909
RA-TS-RFECV-LR,"[2, 5, 8, 3, 0, 0]",RA,TS,RFECV,LR,,,2,5,8,3,0,0,0.784666667,0.667777778,0.83,0.566666667,0.257365298,0.193196559,0.95,0.742222222,0.249558806,0.199880934,0.903333333,0.641111111,0.24346981,0.203032565,0.946666667,0.704444444,0.231787968,0.21278758,0.634666667,0.593333333,0.261567497,0.216545534,0.784666667,0.667777778,0.256002569,0.199243069,0.841555556,0.652592593,0.249958658,0.204114374
EA-CSP-ANOVA-P-LR,"[1, 1, 2, 3, 0, 0]",EA,CSP,ANOVA-P,LR,,,1,1,2,3,0,0,0.548,0.6,0.557333333,0.523333333,0.247896218,0.201719975,0.756,0.771111111,0.3014359,0.234607744,0.854,0.747777778,0.252529812,0.175556135,0.688666667,0.597777778,0.229331708,0.182925272,0.614666667,0.673333333,0.226477504,0.172543693,0.548,0.6,0.254461145,0.187875557,0.669777778,0.652222222,0.252022048,0.192538063
EA-CSP-ANOVA-P-LDA,"[1, 1, 2, 2, 0, 0]",EA,CSP,ANOVA-P,LDA,,,1,1,2,2,0,0,0.544666667,0.59,0.560666667,0.53,0.244348049,0.190945292,0.757333333,0.776666667,0.258449125,0.188912058,0.854666667,0.735555556,0.233982348,0.175901031,0.688666667,0.605555556,0.237492585,0.194051218,0.613333333,0.673333333,0.229819703,0.179413652,0.544666667,0.59,0.263276982,0.197410011,0.669888889,0.651851852,0.244561466,0.18777221
EA-TS-ANOVA-P-SVM,"[1, 5, 2, 1, 0, 0]",EA,TS,ANOVA-P,SVM,,,1,5,2,1,0,0,0.711333333,0.634444444,0.822,0.59,0.249433708,0.212210298,0.950666667,0.737777778,0.262729883,0.187058854,0.872666667,0.651111111,0.285354495,0.239495873,0.906666667,0.675555556,0.243640232,0.190553689,0.662,0.62,0.232362747,0.184431601,0.711333333,0.634444444,0.259888721,0.217687058,0.820888889,0.651481481,0.255568298,0.205239562
RA-TS-RFECV-MLP,"[2, 5, 8, 11, 0, 0]",RA,TS,RFECV,MLP,,,2,5,8,11,0,0,0.845333333,0.648888889,0.858,0.581111111,0.572802782,0.184397864,0.960666667,0.733333333,0.538534689,0.165662742,0.928666667,0.642222222,0.615902781,0.21480732,0.971333333,0.69,0.608554244,0.214810061,0.688,0.613333333,0.578037572,0.16159513,0.845333333,0.648888889,0.755510879,0.22408247,0.875333333,0.651481481,0.611557158,0.194225931
EA-TS-RFECV-MLP,"[1, 5, 8, 11, 0, 0]",EA,TS,RFECV,MLP,,,1,5,8,11,0,0,0.791333333,0.668888889,0.802,0.567777778,0.625784588,0.191011238,0.985333333,0.75,0.542239833,0.171349978,0.936,0.648888889,0.562677622,0.21788609,0.969333333,0.684444444,0.63719666,0.198063922,0.673333333,0.587777778,0.682502842,0.175754285,0.791333333,0.668888889,0.891049027,0.253317881,0.859555556,0.651296296,0.656908429,0.201230566
